protein	class	lag	features
>10307	1	l4	0.02848,-0.00132,0.00516,-0.04902,0.02136,-0.00132,0.00516,-0.04902,0.02136,0.02848,0.00516,-0.04902,0.02136,0.02848,-0.00132,-0.04902,0.02136,0.02848,-0.00132,0.00516
>10307	1	l5	-0.02682,-0.00696,0.01391,0.00986,0.01110,-0.00696,0.01391,0.00986,0.01110,-0.02682,0.01391,0.00986,0.01110,-0.02682,-0.00696,0.00986,0.01110,-0.02682,-0.00696,0.01391
>10307	1	l6	0.01671,0.00260,0.02431,0.03584,0.02001,0.00260,0.02431,0.03584,0.02001,0.01671,0.02431,0.03584,0.02001,0.01671,0.00260,0.03584,0.02001,0.01671,0.00260,0.02431
>10307	1	l7	-0.04913,-0.00518,0.04670,0.01097,0.01184,-0.00518,0.04670,0.01097,0.01184,-0.04913,0.04670,0.01097,0.01184,-0.04913,-0.00518,0.01097,0.01184,-0.04913,-0.00518,0.04670
>10307	1	l8	-0.02396,-0.05473,0.04648,0.08942,-0.01728,-0.05473,0.04648,0.08942,-0.01728,-0.02396,0.04648,0.08942,-0.01728,-0.02396,-0.05473,0.08942,-0.01728,-0.02396,-0.05473,0.04648
>10309	1	l1	0.01946,0.00075,-0.01093,-0.01376,0.02374,0.00075,-0.01093,-0.01376,0.02374,0.01946,-0.01093,-0.01376,0.02374,0.01946,0.00075,-0.01376,0.02374,0.01946,0.00075,-0.01093
>10309	1	l2	-0.00614,0.00118,-0.00606,0.01143,0.01495,0.00118,-0.00606,0.01143,0.01495,-0.00614,-0.00606,0.01143,0.01495,-0.00614,0.00118,0.01143,0.01495,-0.00614,0.00118,-0.00606
>10309	1	l3	0.01065,0.00167,0.00568,-0.00787,0.01355,0.00167,0.00568,-0.00787,0.01355,0.01065,0.00568,-0.00787,0.01355,0.01065,0.00167,-0.00787,0.01355,0.01065,0.00167,0.00568
>10309	1	l4	0.02522,-0.00192,0.01045,-0.00348,0.01068,-0.00192,0.01045,-0.00348,0.01068,0.02522,0.01045,-0.00348,0.01068,0.02522,-0.00192,-0.00348,0.01068,0.02522,-0.00192,0.01045
>10309	1	l5	-0.03171,0.00534,-0.00632,0.00794,0.00223,0.00534,-0.00632,0.00794,0.00223,-0.03171,-0.00632,0.00794,0.00223,-0.03171,0.00534,0.00794,0.00223,-0.03171,0.00534,-0.00632
>10309	1	l6	-0.01407,0.00121,0.00912,-0.01530,-0.01092,0.00121,0.00912,-0.01530,-0.01092,-0.01407,0.00912,-0.01530,-0.01092,-0.01407,0.00121,-0.01530,-0.01092,-0.01407,0.00121,0.00912
>10309	1	l7	0.02683,-0.00382,0.00302,0.01022,-0.02945,-0.00382,0.00302,0.01022,-0.02945,0.02683,0.00302,0.01022,-0.02945,0.02683,-0.00382,0.01022,-0.02945,0.02683,-0.00382,0.00302
>10309	1	l8	-0.02525,-0.00020,-0.02437,-0.01931,0.01259,-0.00020,-0.02437,-0.01931,0.01259,-0.02525,-0.02437,-0.01931,0.01259,-0.02525,-0.00020,-0.01931,0.01259,-0.02525,-0.00020,-0.02437
>10311	1	l1	-0.00873,0.03526,-0.02023,0.00927,-0.00308,0.03526,-0.02023,0.00927,-0.00308,-0.00873,-0.02023,0.00927,-0.00308,-0.00873,0.03526,0.00927,-0.00308,-0.00873,0.03526,-0.02023
>10311	1	l2	-0.00590,0.00421,-0.00272,-0.01502,-0.00427,0.00421,-0.00272,-0.01502,-0.00427,-0.00590,-0.00272,-0.01502,-0.00427,-0.00590,0.00421,-0.01502,-0.00427,-0.00590,0.00421,-0.00272
>10311	1	l3	0.02667,0.03564,-0.00028,0.02250,-0.01674,0.03564,-0.00028,0.02250,-0.01674,0.02667,-0.00028,0.02250,-0.01674,0.02667,0.03564,0.02250,-0.01674,0.02667,0.03564,-0.00028
>10311	1	l4	-0.00504,0.08348,-0.04302,0.06242,-0.05901,0.08348,-0.04302,0.06242,-0.05901,-0.00504,-0.04302,0.06242,-0.05901,-0.00504,0.08348,0.06242,-0.05901,-0.00504,0.08348,-0.04302
>10311	1	l5	0.00032,0.07023,0.07508,0.04244,0.07129,0.07023,0.07508,0.04244,0.07129,0.00032,0.07508,0.04244,0.07129,0.00032,0.07023,0.04244,0.07129,0.00032,0.07023,0.07508
>10311	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>10311	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>10311	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>10312	1	l1	0.00364,-0.00262,0.00236,0.00595,0.01050,-0.00262,0.00236,0.00595,0.01050,0.00364,0.00236,0.00595,0.01050,0.00364,-0.00262,0.00595,0.01050,0.00364,-0.00262,0.00236
>10312	1	l2	0.00659,-0.00815,0.00953,-0.02017,-0.00672,-0.00815,0.00953,-0.02017,-0.00672,0.00659,0.00953,-0.02017,-0.00672,0.00659,-0.00815,-0.02017,-0.00672,0.00659,-0.00815,0.00953
>10312	1	l3	-0.00519,-0.00857,-0.00381,-0.00409,-0.02941,-0.00857,-0.00381,-0.00409,-0.02941,-0.00519,-0.00381,-0.00409,-0.02941,-0.00519,-0.00857,-0.00409,-0.02941,-0.00519,-0.00857,-0.00381
>10312	1	l4	0.00640,-0.00897,0.01072,0.01187,-0.02530,-0.00897,0.01072,0.01187,-0.02530,0.00640,0.01072,0.01187,-0.02530,0.00640,-0.00897,0.01187,-0.02530,0.00640,-0.00897,0.01072
>10312	1	l5	0.00383,0.01118,0.00619,0.00834,-0.01169,0.01118,0.00619,0.00834,-0.01169,0.00383,0.00619,0.00834,-0.01169,0.00383,0.01118,0.00834,-0.01169,0.00383,0.01118,0.00619
>10312	1	l6	-0.02850,0.00246,0.01049,-0.01515,0.02919,0.00246,0.01049,-0.01515,0.02919,-0.02850,0.01049,-0.01515,0.02919,-0.02850,0.00246,-0.01515,0.02919,-0.02850,0.00246,0.01049
>10312	1	l7	0.01494,0.00391,0.00723,-0.03002,0.03177,0.00391,0.00723,-0.03002,0.03177,0.01494,0.00723,-0.03002,0.03177,0.01494,0.00391,-0.03002,0.03177,0.01494,0.00391,0.00723
>10312	1	l8	0.00365,0.00389,0.01233,0.00074,0.01880,0.00389,0.01233,0.00074,0.01880,0.00365,0.01233,0.00074,0.01880,0.00365,0.00389,0.00074,0.01880,0.00365,0.00389,0.01233
>10313	1	l1	0.00725,-0.01288,0.00518,-0.01402,0.01305,-0.01288,0.00518,-0.01402,0.01305,0.00725,0.00518,-0.01402,0.01305,0.00725,-0.01288,-0.01402,0.01305,0.00725,-0.01288,0.00518
>10313	1	l2	-0.00101,-0.00841,0.01566,-0.00096,-0.01731,-0.00841,0.01566,-0.00096,-0.01731,-0.00101,0.01566,-0.00096,-0.01731,-0.00101,-0.00841,-0.00096,-0.01731,-0.00101,-0.00841,0.01566
>10313	1	l3	0.00647,-0.01838,0.01031,0.00861,-0.02482,-0.01838,0.01031,0.00861,-0.02482,0.00647,0.01031,0.00861,-0.02482,0.00647,-0.01838,0.00861,-0.02482,0.00647,-0.01838,0.01031
>10313	1	l4	0.01918,0.00221,0.00319,-0.00717,-0.02535,0.00221,0.00319,-0.00717,-0.02535,0.01918,0.00319,-0.00717,-0.02535,0.01918,0.00221,-0.00717,-0.02535,0.01918,0.00221,0.00319
>10313	1	l5	0.00775,-0.00318,0.00745,0.01745,-0.00450,-0.00318,0.00745,0.01745,-0.00450,0.00775,0.00745,0.01745,-0.00450,0.00775,-0.00318,0.01745,-0.00450,0.00775,-0.00318,0.00745
>10313	1	l6	0.01196,0.03212,-0.00248,-0.01163,0.01487,0.03212,-0.00248,-0.01163,0.01487,0.01196,-0.00248,-0.01163,0.01487,0.01196,0.03212,-0.01163,0.01487,0.01196,0.03212,-0.00248
>10313	1	l7	-0.00046,0.00603,0.02291,-0.01789,0.03562,0.00603,0.02291,-0.01789,0.03562,-0.00046,0.02291,-0.01789,0.03562,-0.00046,0.00603,-0.01789,0.03562,-0.00046,0.00603,0.02291
>10313	1	l8	-0.00705,-0.01041,0.00352,0.01306,0.00701,-0.01041,0.00352,0.01306,0.00701,-0.00705,0.00352,0.01306,0.00701,-0.00705,-0.01041,0.01306,0.00701,-0.00705,-0.01041,0.00352
>10314	1	l1	0.01819,0.00493,0.00918,-0.00641,0.00429,0.00493,0.00918,-0.00641,0.00429,0.01819,0.00918,-0.00641,0.00429,0.01819,0.00493,-0.00641,0.00429,0.01819,0.00493,0.00918
>10314	1	l2	-0.00634,-0.00248,0.02508,-0.00130,-0.01993,-0.00248,0.02508,-0.00130,-0.01993,-0.00634,0.02508,-0.00130,-0.01993,-0.00634,-0.00248,-0.00130,-0.01993,-0.00634,-0.00248,0.02508
>10314	1	l3	-0.00023,-0.00049,0.01142,0.01234,0.00324,-0.00049,0.01142,0.01234,0.00324,-0.00023,0.01142,0.01234,0.00324,-0.00023,-0.00049,0.01234,0.00324,-0.00023,-0.00049,0.01142
>10314	1	l4	0.01319,-0.00137,0.00312,-0.02214,-0.02081,-0.00137,0.00312,-0.02214,-0.02081,0.01319,0.00312,-0.02214,-0.02081,0.01319,-0.00137,-0.02214,-0.02081,0.01319,-0.00137,0.00312
>10314	1	l5	0.02026,-0.00228,0.00860,0.01544,-0.00736,-0.00228,0.00860,0.01544,-0.00736,0.02026,0.00860,0.01544,-0.00736,0.02026,-0.00228,0.01544,-0.00736,0.02026,-0.00228,0.00860
>10314	1	l6	0.02367,0.01824,-0.00938,-0.02008,0.02132,0.01824,-0.00938,-0.02008,0.02132,0.02367,-0.00938,-0.02008,0.02132,0.02367,0.01824,-0.02008,0.02132,0.02367,0.01824,-0.00938
>10314	1	l7	-0.00254,-0.00341,0.00932,-0.03980,0.01628,-0.00341,0.00932,-0.03980,0.01628,-0.00254,0.00932,-0.03980,0.01628,-0.00254,-0.00341,-0.03980,0.01628,-0.00254,-0.00341,0.00932
>10314	1	l8	-0.01191,-0.00747,-0.02301,0.02482,-0.00197,-0.00747,-0.02301,0.02482,-0.00197,-0.01191,-0.02301,0.02482,-0.00197,-0.01191,-0.00747,0.02482,-0.00197,-0.01191,-0.00747,-0.02301
>10315	1	l1	0.01302,0.00774,0.01436,0.00659,-0.00869,0.00774,0.01436,0.00659,-0.00869,0.01302,0.01436,0.00659,-0.00869,0.01302,0.00774,0.00659,-0.00869,0.01302,0.00774,0.01436
>10315	1	l2	-0.00277,-0.02110,0.01774,-0.00883,-0.01485,-0.02110,0.01774,-0.00883,-0.01485,-0.00277,0.01774,-0.00883,-0.01485,-0.00277,-0.02110,-0.00883,-0.01485,-0.00277,-0.02110,0.01774
>10315	1	l3	-0.00257,0.01146,0.02188,0.01418,0.02605,0.01146,0.02188,0.01418,0.02605,-0.00257,0.02188,0.01418,0.02605,-0.00257,0.01146,0.01418,0.02605,-0.00257,0.01146,0.02188
>10315	1	l4	0.01316,0.00312,-0.00823,-0.01780,-0.00584,0.00312,-0.00823,-0.01780,-0.00584,0.01316,-0.00823,-0.01780,-0.00584,0.01316,0.00312,-0.01780,-0.00584,0.01316,0.00312,-0.00823
>10315	1	l5	0.01428,0.00048,-0.00560,-0.00809,-0.01804,0.00048,-0.00560,-0.00809,-0.01804,0.01428,-0.00560,-0.00809,-0.01804,0.01428,0.00048,-0.00809,-0.01804,0.01428,0.00048,-0.00560
>10315	1	l6	0.01479,0.00642,-0.01194,0.00330,0.00500,0.00642,-0.01194,0.00330,0.00500,0.01479,-0.01194,0.00330,0.00500,0.01479,0.00642,0.00330,0.00500,0.01479,0.00642,-0.01194
>10315	1	l7	-0.00297,-0.02505,-0.02240,-0.02348,0.00976,-0.02505,-0.02240,-0.02348,0.00976,-0.00297,-0.02240,-0.02348,0.00976,-0.00297,-0.02505,-0.02348,0.00976,-0.00297,-0.02505,-0.02240
>10315	1	l8	-0.01845,-0.00998,-0.02363,-0.00161,-0.02367,-0.00998,-0.02363,-0.00161,-0.02367,-0.01845,-0.02363,-0.00161,-0.02367,-0.01845,-0.00998,-0.00161,-0.02367,-0.01845,-0.00998,-0.02363
>10316	1	l1	0.00027,0.02247,0.01300,0.01098,0.00079,0.02247,0.01300,0.01098,0.00079,0.00027,0.01300,0.01098,0.00079,0.00027,0.02247,0.01098,0.00079,0.00027,0.02247,0.01300
>10316	1	l2	-0.01819,0.00032,0.00677,-0.00248,-0.01096,0.00032,0.00677,-0.00248,-0.01096,-0.01819,0.00677,-0.00248,-0.01096,-0.01819,0.00032,-0.00248,-0.01096,-0.01819,0.00032,0.00677
>10316	1	l3	0.00082,0.00806,0.02562,0.00512,0.00451,0.00806,0.02562,0.00512,0.00451,0.00082,0.02562,0.00512,0.00451,0.00082,0.00806,0.00512,0.00451,0.00082,0.00806,0.02562
>10316	1	l4	0.00723,0.00519,-0.00758,-0.01502,-0.00010,0.00519,-0.00758,-0.01502,-0.00010,0.00723,-0.00758,-0.01502,-0.00010,0.00723,0.00519,-0.01502,-0.00010,0.00723,0.00519,-0.00758
>10316	1	l5	0.01282,0.00896,-0.00670,-0.00973,-0.00839,0.00896,-0.00670,-0.00973,-0.00839,0.01282,-0.00670,-0.00973,-0.00839,0.01282,0.00896,-0.00973,-0.00839,0.01282,0.00896,-0.00670
>10316	1	l6	0.00075,0.00344,-0.00570,0.01523,0.00585,0.00344,-0.00570,0.01523,0.00585,0.00075,-0.00570,0.01523,0.00585,0.00075,0.00344,0.01523,0.00585,0.00075,0.00344,-0.00570
>10316	1	l7	-0.01238,-0.02522,-0.02481,0.00608,0.02278,-0.02522,-0.02481,0.00608,0.02278,-0.01238,-0.02481,0.00608,0.02278,-0.01238,-0.02522,0.00608,0.02278,-0.01238,-0.02522,-0.02481
>10316	1	l8	-0.01793,-0.03185,0.00473,0.00020,-0.01322,-0.03185,0.00473,0.00020,-0.01322,-0.01793,0.00473,0.00020,-0.01322,-0.01793,-0.03185,0.00020,-0.01322,-0.01793,-0.03185,0.00473
>10317	1	l1	-0.00053,0.02132,0.00070,0.00321,0.00202,0.02132,0.00070,0.00321,0.00202,-0.00053,0.00070,0.00321,0.00202,-0.00053,0.02132,0.00321,0.00202,-0.00053,0.02132,0.00070
>10317	1	l2	-0.00821,-0.00272,-0.00409,0.00248,-0.01113,-0.00272,-0.00409,0.00248,-0.01113,-0.00821,-0.00409,0.00248,-0.01113,-0.00821,-0.00272,0.00248,-0.01113,-0.00821,-0.00272,-0.00409
>10317	1	l3	0.00939,0.00361,0.00194,0.00581,-0.01435,0.00361,0.00194,0.00581,-0.01435,0.00939,0.00194,0.00581,-0.01435,0.00939,0.00361,0.00581,-0.01435,0.00939,0.00361,0.00194
>10317	1	l4	0.01320,0.01166,-0.00307,-0.00126,0.00033,0.01166,-0.00307,-0.00126,0.00033,0.01320,-0.00307,-0.00126,0.00033,0.01320,0.01166,-0.00126,0.00033,0.01320,0.01166,-0.00307
>10317	1	l5	0.00564,0.00452,-0.00383,0.00490,0.00425,0.00452,-0.00383,0.00490,0.00425,0.00564,-0.00383,0.00490,0.00425,0.00564,0.00452,0.00490,0.00425,0.00564,0.00452,-0.00383
>10317	1	l6	-0.00050,0.00675,-0.00890,0.00048,0.00317,0.00675,-0.00890,0.00048,0.00317,-0.00050,-0.00890,0.00048,0.00317,-0.00050,0.00675,0.00048,0.00317,-0.00050,0.00675,-0.00890
>10317	1	l7	0.00003,0.00256,-0.00813,0.00526,-0.00237,0.00256,-0.00813,0.00526,-0.00237,0.00003,-0.00813,0.00526,-0.00237,0.00003,0.00256,0.00526,-0.00237,0.00003,0.00256,-0.00813
>10317	1	l8	-0.01735,-0.01886,-0.00511,-0.00136,-0.00514,-0.01886,-0.00511,-0.00136,-0.00514,-0.01735,-0.00511,-0.00136,-0.00514,-0.01735,-0.01886,-0.00136,-0.00514,-0.01735,-0.01886,-0.00511
>10318	1	l1	-0.00994,-0.00529,0.01443,0.01248,-0.00107,-0.00529,0.01443,0.01248,-0.00107,-0.00994,0.01443,0.01248,-0.00107,-0.00994,-0.00529,0.01248,-0.00107,-0.00994,-0.00529,0.01443
>10318	1	l2	-0.00846,0.01029,0.01746,-0.00804,0.00961,0.01029,0.01746,-0.00804,0.00961,-0.00846,0.01746,-0.00804,0.00961,-0.00846,0.01029,-0.00804,0.00961,-0.00846,0.01029,0.01746
>10318	1	l3	0.00775,-0.00986,0.01282,0.01356,0.00755,-0.00986,0.01282,0.01356,0.00755,0.00775,0.01282,0.01356,0.00755,0.00775,-0.00986,0.01356,0.00755,0.00775,-0.00986,0.01282
>10318	1	l4	-0.00097,0.00349,0.01927,0.02373,-0.01530,0.00349,0.01927,0.02373,-0.01530,-0.00097,0.01927,0.02373,-0.01530,-0.00097,0.00349,0.02373,-0.01530,-0.00097,0.00349,0.01927
>10318	1	l5	0.00855,-0.00481,0.01236,-0.00127,-0.01298,-0.00481,0.01236,-0.00127,-0.01298,0.00855,0.01236,-0.00127,-0.01298,0.00855,-0.00481,-0.00127,-0.01298,0.00855,-0.00481,0.01236
>10318	1	l6	0.00457,-0.00072,0.00883,-0.01652,-0.00714,-0.00072,0.00883,-0.01652,-0.00714,0.00457,0.00883,-0.01652,-0.00714,0.00457,-0.00072,-0.01652,-0.00714,0.00457,-0.00072,0.00883
>10318	1	l7	0.03779,0.00251,0.01587,0.01482,-0.00575,0.00251,0.01587,0.01482,-0.00575,0.03779,0.01587,0.01482,-0.00575,0.03779,0.00251,0.01482,-0.00575,0.03779,0.00251,0.01587
>10318	1	l8	-0.01984,-0.00642,0.01272,0.01317,0.00409,-0.00642,0.01272,0.01317,0.00409,-0.01984,0.01272,0.01317,0.00409,-0.01984,-0.00642,0.01317,0.00409,-0.01984,-0.00642,0.01272
>10319	1	l1	-0.00814,-0.00840,0.01011,0.01066,-0.00315,-0.00840,0.01011,0.01066,-0.00315,-0.00814,0.01011,0.01066,-0.00315,-0.00814,-0.00840,0.01066,-0.00315,-0.00814,-0.00840,0.01011
>10319	1	l2	0.00883,0.01396,0.02105,-0.01863,0.01397,0.01396,0.02105,-0.01863,0.01397,0.00883,0.02105,-0.01863,0.01397,0.00883,0.01396,-0.01863,0.01397,0.00883,0.01396,0.02105
>10319	1	l3	-0.00651,-0.01531,0.01410,0.01004,-0.00635,-0.01531,0.01410,0.01004,-0.00635,-0.00651,0.01410,0.01004,-0.00635,-0.00651,-0.01531,0.01004,-0.00635,-0.00651,-0.01531,0.01410
>10319	1	l4	-0.01234,0.00403,0.01951,0.02112,-0.01972,0.00403,0.01951,0.02112,-0.01972,-0.01234,0.01951,0.02112,-0.01972,-0.01234,0.00403,0.02112,-0.01972,-0.01234,0.00403,0.01951
>10319	1	l5	0.01078,-0.00684,0.01208,-0.01474,-0.01585,-0.00684,0.01208,-0.01474,-0.01585,0.01078,0.01208,-0.01474,-0.01585,0.01078,-0.00684,-0.01474,-0.01585,0.01078,-0.00684,0.01208
>10319	1	l6	-0.00118,-0.00293,0.01692,-0.03041,-0.01290,-0.00293,0.01692,-0.03041,-0.01290,-0.00118,0.01692,-0.03041,-0.01290,-0.00118,-0.00293,-0.03041,-0.01290,-0.00118,-0.00293,0.01692
>10319	1	l7	0.04312,-0.00067,0.01698,0.00503,-0.00577,-0.00067,0.01698,0.00503,-0.00577,0.04312,0.01698,0.00503,-0.00577,0.04312,-0.00067,0.00503,-0.00577,0.04312,-0.00067,0.01698
>10319	1	l8	0.00930,-0.00975,0.01658,0.00914,0.00824,-0.00975,0.01658,0.00914,0.00824,0.00930,0.01658,0.00914,0.00824,0.00930,-0.00975,0.00914,0.00824,0.00930,-0.00975,0.01658
>10320	1	l1	-0.01112,-0.01331,0.00280,0.00055,0.01514,-0.01331,0.00280,0.00055,0.01514,-0.01112,0.00280,0.00055,0.01514,-0.01112,-0.01331,0.00055,0.01514,-0.01112,-0.01331,0.00280
>10320	1	l2	0.01651,0.02041,0.01785,-0.03457,0.00529,0.02041,0.01785,-0.03457,0.00529,0.01651,0.01785,-0.03457,0.00529,0.01651,0.02041,-0.03457,0.00529,0.01651,0.02041,0.01785
>10320	1	l3	-0.03898,-0.02736,0.01314,0.02517,-0.00807,-0.02736,0.01314,0.02517,-0.00807,-0.03898,0.01314,0.02517,-0.00807,-0.03898,-0.02736,0.02517,-0.00807,-0.03898,-0.02736,0.01314
>10320	1	l4	-0.00150,0.00271,0.01438,0.01547,-0.01100,0.00271,0.01438,0.01547,-0.01100,-0.00150,0.01438,0.01547,-0.01100,-0.00150,0.00271,0.01547,-0.01100,-0.00150,0.00271,0.01438
>10320	1	l5	-0.00322,-0.01437,0.01585,-0.04483,-0.02327,-0.01437,0.01585,-0.04483,-0.02327,-0.00322,0.01585,-0.04483,-0.02327,-0.00322,-0.01437,-0.04483,-0.02327,-0.00322,-0.01437,0.01585
>10320	1	l6	-0.03369,0.00289,0.00826,-0.02546,-0.02758,0.00289,0.00826,-0.02546,-0.02758,-0.03369,0.00826,-0.02546,-0.02758,-0.03369,0.00289,-0.02546,-0.02758,-0.03369,0.00289,0.00826
>10320	1	l7	0.02374,0.00777,0.03117,0.04967,-0.01736,0.00777,0.03117,0.04967,-0.01736,0.02374,0.03117,0.04967,-0.01736,0.02374,0.00777,0.04967,-0.01736,0.02374,0.00777,0.03117
>10320	1	l8	-0.02501,-0.01718,0.00120,-0.01822,0.02556,-0.01718,0.00120,-0.01822,0.02556,-0.02501,0.00120,-0.01822,0.02556,-0.02501,-0.01718,-0.01822,0.02556,-0.02501,-0.01718,0.00120
>10321	1	l1	-0.00541,-0.01062,0.01565,0.01301,0.01879,-0.01062,0.01565,0.01301,0.01879,-0.00541,0.01565,0.01301,0.01879,-0.00541,-0.01062,0.01301,0.01879,-0.00541,-0.01062,0.01565
>10321	1	l2	0.00954,0.00067,0.01620,0.00403,-0.00957,0.00067,0.01620,0.00403,-0.00957,0.00954,0.01620,0.00403,-0.00957,0.00954,0.00067,0.00403,-0.00957,0.00954,0.00067,0.01620
>10321	1	l3	-0.02205,0.00319,0.00932,-0.00864,-0.00620,0.00319,0.00932,-0.00864,-0.00620,-0.02205,0.00932,-0.00864,-0.00620,-0.02205,0.00319,-0.00864,-0.00620,-0.02205,0.00319,0.00932
>10321	1	l4	0.04474,-0.00534,0.01793,0.00077,-0.00253,-0.00534,0.01793,0.00077,-0.00253,0.04474,0.01793,0.00077,-0.00253,0.04474,-0.00534,0.00077,-0.00253,0.04474,-0.00534,0.01793
>10321	1	l5	0.00952,0.01022,0.01319,0.00745,-0.00979,0.01022,0.01319,0.00745,-0.00979,0.00952,0.01319,0.00745,-0.00979,0.00952,0.01022,0.00745,-0.00979,0.00952,0.01022,0.01319
>10321	1	l6	-0.01765,-0.01486,0.01510,0.00873,0.00352,-0.01486,0.01510,0.00873,0.00352,-0.01765,0.01510,0.00873,0.00352,-0.01765,-0.01486,0.00873,0.00352,-0.01765,-0.01486,0.01510
>10321	1	l7	0.01358,0.00326,0.01247,-0.00127,0.03289,0.00326,0.01247,-0.00127,0.03289,0.01358,0.01247,-0.00127,0.03289,0.01358,0.00326,-0.00127,0.03289,0.01358,0.00326,0.01247
>10321	1	l8	0.00783,0.00028,0.01516,0.00074,0.02100,0.00028,0.01516,0.00074,0.02100,0.00783,0.01516,0.00074,0.02100,0.00783,0.00028,0.00074,0.02100,0.00783,0.00028,0.01516
>10322	1	l1	-0.00341,-0.01617,0.01986,0.01675,0.01896,-0.01617,0.01986,0.01675,0.01896,-0.00341,0.01986,0.01675,0.01896,-0.00341,-0.01617,0.01675,0.01896,-0.00341,-0.01617,0.01986
>10322	1	l2	0.01126,-0.00027,0.02698,0.00197,-0.00438,-0.00027,0.02698,0.00197,-0.00438,0.01126,0.02698,0.00197,-0.00438,0.01126,-0.00027,0.00197,-0.00438,0.01126,-0.00027,0.02698
>10322	1	l3	-0.02404,0.00272,0.01669,-0.01287,-0.01159,0.00272,0.01669,-0.01287,-0.01159,-0.02404,0.01669,-0.01287,-0.01159,-0.02404,0.00272,-0.01287,-0.01159,-0.02404,0.00272,0.01669
>10322	1	l4	0.03904,-0.00966,0.02744,-0.00223,-0.01234,-0.00966,0.02744,-0.00223,-0.01234,0.03904,0.02744,-0.00223,-0.01234,0.03904,-0.00966,-0.00223,-0.01234,0.03904,-0.00966,0.02744
>10322	1	l5	0.00705,0.01571,0.02094,0.01202,-0.01217,0.01571,0.02094,0.01202,-0.01217,0.00705,0.02094,0.01202,-0.01217,0.00705,0.01571,0.01202,-0.01217,0.00705,0.01571,0.02094
>10322	1	l6	-0.03269,-0.02072,0.02237,0.00488,-0.00025,-0.02072,0.02237,0.00488,-0.00025,-0.03269,0.02237,0.00488,-0.00025,-0.03269,-0.02072,0.00488,-0.00025,-0.03269,-0.02072,0.02237
>10322	1	l7	0.01755,0.00483,0.01879,-0.01114,0.02309,0.00483,0.01879,-0.01114,0.02309,0.01755,0.01879,-0.01114,0.02309,0.01755,0.00483,-0.01114,0.02309,0.01755,0.00483,0.01879
>10322	1	l8	0.02094,0.00025,0.01978,-0.00358,0.02284,0.00025,0.01978,-0.00358,0.02284,0.02094,0.01978,-0.00358,0.02284,0.02094,0.00025,-0.00358,0.02284,0.02094,0.00025,0.01978
>10323	1	l1	-0.01379,-0.00587,0.01712,0.02482,0.01876,-0.00587,0.01712,0.02482,0.01876,-0.01379,0.01712,0.02482,0.01876,-0.01379,-0.00587,0.02482,0.01876,-0.01379,-0.00587,0.01712
>10323	1	l2	0.02802,-0.00597,0.02903,-0.00854,-0.00219,-0.00597,0.02903,-0.00854,-0.00219,0.02802,0.02903,-0.00854,-0.00219,0.02802,-0.00597,-0.00854,-0.00219,0.02802,-0.00597,0.02903
>10323	1	l3	-0.03660,-0.00417,0.01248,-0.03072,-0.00938,-0.00417,0.01248,-0.03072,-0.00938,-0.03660,0.01248,-0.03072,-0.00938,-0.03660,-0.00417,-0.03072,-0.00938,-0.03660,-0.00417,0.01248
>10323	1	l4	0.06054,-0.01162,0.02269,-0.02336,-0.01612,-0.01162,0.02269,-0.02336,-0.01612,0.06054,0.02269,-0.02336,-0.01612,0.06054,-0.01162,-0.02336,-0.01612,0.06054,-0.01162,0.02269
>10323	1	l5	0.00540,0.02962,0.02100,-0.00418,-0.03314,0.02962,0.02100,-0.00418,-0.03314,0.00540,0.02100,-0.00418,-0.03314,0.00540,0.02962,-0.00418,-0.03314,0.00540,0.02962,0.02100
>10323	1	l6	0.01440,-0.00252,0.02732,0.01867,-0.03043,-0.00252,0.02732,0.01867,-0.03043,0.01440,0.02732,0.01867,-0.03043,0.01440,-0.00252,0.01867,-0.03043,0.01440,-0.00252,0.02732
>10323	1	l7	-0.01163,-0.00063,0.02818,0.03378,0.01812,-0.00063,0.02818,0.03378,0.01812,-0.01163,0.02818,0.03378,0.01812,-0.01163,-0.00063,0.03378,0.01812,-0.01163,-0.00063,0.02818
>10323	1	l8	0.00968,0.00139,0.02134,0.03166,0.02016,0.00139,0.02134,0.03166,0.02016,0.00968,0.02134,0.03166,0.02016,0.00968,0.00139,0.03166,0.02016,0.00968,0.00139,0.02134
>10324	1	l1	0.01637,0.00102,0.00654,0.00756,0.01179,0.00102,0.00654,0.00756,0.01179,0.01637,0.00654,0.00756,0.01179,0.01637,0.00102,0.00756,0.01179,0.01637,0.00102,0.00654
>10324	1	l2	0.01877,0.00088,0.01926,-0.00454,-0.00125,0.00088,0.01926,-0.00454,-0.00125,0.01877,0.01926,-0.00454,-0.00125,0.01877,0.00088,-0.00454,-0.00125,0.01877,0.00088,0.01926
